GO ID	GO term	Organism	Proteome File
GO:0051984	positive regulation of chromosome segregation	M. musculus	UP000000589_10090
GO:0055085	transmembrane transport	M. musculus	UP000000589_10090
GO:0060076	excitatory synapse	M. musculus	UP000000589_10090
GO:0060079	excitatory postsynaptic potential	M. musculus	UP000000589_10090
GO:0060271	cilium assembly	M. musculus	UP000000589_10090
GO:0060291	long-term synaptic potentiation	M. musculus	UP000000589_10090
GO:0060402	calcium ion transport into cytosol	M. musculus	UP000000589_10090
GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	M. musculus	UP000000589_10090
GO:0061630	ubiquitin protein ligase activity	M. musculus	UP000000589_10090
GO:0062023	collagen-containing extracellular matrix	M. musculus	UP000000589_10090
GO:0070509	calcium ion import	M. musculus	UP000000589_10090
GO:0070577	lysine-acetylated histone binding	M. musculus	UP000000589_10090
GO:0070588	calcium ion transmembrane transport	M. musculus	UP000000589_10090
GO:0070679	inositol 1,4,5 trisphosphate binding	M. musculus	UP000000589_10090
GO:0071108	protein K48-linked deubiquitination	M. musculus	UP000000589_10090
GO:0071277	cellular response to calcium ion	M. musculus	UP000000589_10090
GO:0071526	semaphorin-plexin signaling pathway	M. musculus	UP000000589_10090
GO:0071625	vocalization behavior	M. musculus	UP000000589_10090
GO:0071805	potassium ion transmembrane transport	M. musculus	UP000000589_10090
GO:0072686	mitotic spindle	M. musculus	UP000000589_10090
GO:0086010	membrane depolarization during action potential	M. musculus	UP000000589_10090
GO:0090307	mitotic spindle assembly	M. musculus	UP000000589_10090
GO:0090630	activation of GTPase activity	M. musculus	UP000000589_10090
GO:0097060	synaptic membrane	M. musculus	UP000000589_10090
GO:0097110	scaffold protein binding	M. musculus	UP000000589_10090
GO:0097440	apical dendrite	M. musculus	UP000000589_10090
GO:0098609	cell-cell adhesion	M. musculus	UP000000589_10090
GO:0098655	cation transmembrane transport	M. musculus	UP000000589_10090
GO:0098656	anion transmembrane transport	M. musculus	UP000000589_10090
GO:0098685	Schaffer collateral - CA1 synapse	M. musculus	UP000000589_10090
GO:0098688	parallel fiber to Purkinje cell synapse	M. musculus	UP000000589_10090
GO:0098703	calcium ion import across plasma membrane	M. musculus	UP000000589_10090
GO:0098719	sodium ion import across plasma membrane	M. musculus	UP000000589_10090
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	M. musculus	UP000000589_10090
GO:0098794	postsynapse	M. musculus	UP000000589_10090
GO:0098831	presynaptic active zone cytoplasmic component	M. musculus	UP000000589_10090
GO:0098978	glutamatergic synapse	M. musculus	UP000000589_10090
GO:0098982	GABA-ergic synapse	M. musculus	UP000000589_10090
GO:0099055	integral component of postsynaptic membrane	M. musculus	UP000000589_10090
GO:0099056	integral component of presynaptic membrane	M. musculus	UP000000589_10090
GO:0099061	integral component of postsynaptic density membrane	M. musculus	UP000000589_10090
GO:0099092	postsynaptic density, intracellular component	M. musculus	UP000000589_10090
GO:0099560	synaptic membrane adhesion	M. musculus	UP000000589_10090
GO:0106310	protein serine kinase activity	M. musculus	UP000000589_10090
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	M. musculus	UP000000589_10090
GO:0140359	ABC-type transporter activity	M. musculus	UP000000589_10090
GO:0140658	ATP-dependent chromatin remodeler activity	M. musculus	UP000000589_10090
GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	M. musculus	UP000000589_10090
GO:1902476	chloride transmembrane transport	M. musculus	UP000000589_10090
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	M. musculus	UP000000589_10090
GO:1905515	non-motile cilium assembly	M. musculus	UP000000589_10090
GO:1905606	regulation of presynapse assembly	M. musculus	UP000000589_10090
GO:1990841	promoter-specific chromatin binding	M. musculus	UP000000589_10090
GO:1990904	ribonucleoprotein complex	M. musculus	UP000000589_10090
GO:2000463	positive regulation of excitatory postsynaptic potential	M. musculus	UP000000589_10090
GO:2001224	positive regulation of neuron migration	M. musculus	UP000000589_10090
GO:0000131	incipient cellular bud site	S. cerevisiae	UP000002311_559292
GO:0000329	fungal-type vacuole membrane	S. cerevisiae	UP000002311_559292
GO:0000781	chromosome, telomeric region	S. cerevisiae	UP000002311_559292
GO:0000785	chromatin	S. cerevisiae	UP000002311_559292
GO:0000943	retrotransposon nucleocapsid	S. cerevisiae	UP000002311_559292
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	S. cerevisiae	UP000002311_559292
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	S. cerevisiae	UP000002311_559292
GO:0003677	DNA binding	S. cerevisiae	UP000002311_559292
GO:0003678	DNA helicase activity	S. cerevisiae	UP000002311_559292
GO:0003682	chromatin binding	S. cerevisiae	UP000002311_559292
GO:0003688	DNA replication origin binding	S. cerevisiae	UP000002311_559292
GO:0003724	RNA helicase activity	S. cerevisiae	UP000002311_559292
GO:0003729	mRNA binding	S. cerevisiae	UP000002311_559292
GO:0003887	DNA-directed DNA polymerase activity	S. cerevisiae	UP000002311_559292
GO:0003964	RNA-directed DNA polymerase activity	S. cerevisiae	UP000002311_559292
GO:0004190	aspartic-type endopeptidase activity	S. cerevisiae	UP000002311_559292
GO:0004197	cysteine-type endopeptidase activity	S. cerevisiae	UP000002311_559292
GO:0004386	helicase activity	S. cerevisiae	UP000002311_559292
GO:0004523	RNA-DNA hybrid ribonuclease activity	S. cerevisiae	UP000002311_559292
GO:0004540	ribonuclease activity	S. cerevisiae	UP000002311_559292
GO:0004672	protein kinase activity	S. cerevisiae	UP000002311_559292
GO:0004674	protein serine/threonine kinase activity	S. cerevisiae	UP000002311_559292
GO:0004712	protein serine/threonine/tyrosine kinase activity	S. cerevisiae	UP000002311_559292
GO:0005085	guanyl-nucleotide exchange factor activity	S. cerevisiae	UP000002311_559292
GO:0005096	GTPase activator activity	S. cerevisiae	UP000002311_559292
GO:0005515	protein binding	S. cerevisiae	UP000002311_559292
GO:0005524	ATP binding	S. cerevisiae	UP000002311_559292
GO:0005634	nucleus	S. cerevisiae	UP000002311_559292
GO:0005643	nuclear pore	S. cerevisiae	UP000002311_559292
GO:0005737	cytoplasm	S. cerevisiae	UP000002311_559292
GO:0005886	plasma membrane	S. cerevisiae	UP000002311_559292
GO:0005887	integral component of plasma membrane	S. cerevisiae	UP000002311_559292
GO:0005934	cellular bud tip	S. cerevisiae	UP000002311_559292
GO:0005935	cellular bud neck	S. cerevisiae	UP000002311_559292
GO:0006270	DNA replication initiation	S. cerevisiae	UP000002311_559292
GO:0006278	RNA-dependent DNA biosynthetic process	S. cerevisiae	UP000002311_559292
GO:0006302	double-strand break repair	S. cerevisiae	UP000002311_559292
GO:0006310	DNA recombination	S. cerevisiae	UP000002311_559292
GO:0006338	chromatin remodeling	S. cerevisiae	UP000002311_559292
GO:0006351	transcription, DNA-templated	S. cerevisiae	UP000002311_559292
GO:0006357	regulation of transcription by RNA polymerase II	S. cerevisiae	UP000002311_559292
GO:0006468	protein phosphorylation	S. cerevisiae	UP000002311_559292
GO:0006508	proteolysis	S. cerevisiae	UP000002311_559292
GO:0006606	protein import into nucleus	S. cerevisiae	UP000002311_559292
GO:0006913	nucleocytoplasmic transport	S. cerevisiae	UP000002311_559292
GO:0008094	ATP-dependent activity, acting on DNA	S. cerevisiae	UP000002311_559292
GO:0008233	peptidase activity	S. cerevisiae	UP000002311_559292
GO:0008270	zinc ion binding	S. cerevisiae	UP000002311_559292
GO:0015074	DNA integration	S. cerevisiae	UP000002311_559292
GO:0016020	membrane	S. cerevisiae	UP000002311_559292
GO:0016887	ATP hydrolysis activity	S. cerevisiae	UP000002311_559292
GO:0017056	structural constituent of nuclear pore	S. cerevisiae	UP000002311_559292
GO:0018105	peptidyl-serine phosphorylation	S. cerevisiae	UP000002311_559292
GO:0030466	silent mating-type cassette heterochromatin assembly	S. cerevisiae	UP000002311_559292
GO:0031267	small GTPase binding	S. cerevisiae	UP000002311_559292
GO:0031509	subtelomeric heterochromatin assembly	S. cerevisiae	UP000002311_559292
GO:0032197	transposition, RNA-mediated	S. cerevisiae	UP000002311_559292
GO:0032508	DNA duplex unwinding	S. cerevisiae	UP000002311_559292
GO:0034398	telomere tethering at nuclear periphery	S. cerevisiae	UP000002311_559292
GO:0035556	intracellular signal transduction	S. cerevisiae	UP000002311_559292
GO:0042626	ATPase-coupled transmembrane transporter activity	S. cerevisiae	UP000002311_559292
GO:0042802	identical protein binding	S. cerevisiae	UP000002311_559292
GO:0043138	3'-5' DNA helicase activity	S. cerevisiae	UP000002311_559292
GO:0043332	mating projection tip	S. cerevisiae	UP000002311_559292
GO:0043547	positive regulation of GTPase activity	S. cerevisiae	UP000002311_559292
GO:0043565	sequence-specific DNA binding	S. cerevisiae	UP000002311_559292
GO:0045944	positive regulation of transcription by RNA polymerase II	S. cerevisiae	UP000002311_559292
GO:0046872	metal ion binding	S. cerevisiae	UP000002311_559292
GO:0055085	transmembrane transport	S. cerevisiae	UP000002311_559292
GO:0071944	cell periphery	S. cerevisiae	UP000002311_559292
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	S. cerevisiae	UP000002311_559292
GO:0106310	protein serine kinase activity	S. cerevisiae	UP000002311_559292
GO:0140359	ABC-type transporter activity	S. cerevisiae	UP000002311_559292
GO:0140658	ATP-dependent chromatin remodeler activity	S. cerevisiae	UP000002311_559292
GO:0000122	negative regulation of transcription by RNA polymerase II	S. scrofadomesticus	UP000008227_9823
GO:0000146	microfilament motor activity	S. scrofadomesticus	UP000008227_9823
GO:0000165	MAPK cascade	S. scrofadomesticus	UP000008227_9823
GO:0000226	microtubule cytoskeleton organization	S. scrofadomesticus	UP000008227_9823
GO:0000242	pericentriolar material	S. scrofadomesticus	UP000008227_9823
GO:0000287	magnesium ion binding	S. scrofadomesticus	UP000008227_9823
GO:0000781	chromosome, telomeric region	S. scrofadomesticus	UP000008227_9823
GO:0000785	chromatin	S. scrofadomesticus	UP000008227_9823
GO:0000902	cell morphogenesis	S. scrofadomesticus	UP000008227_9823
GO:0000922	spindle pole	S. scrofadomesticus	UP000008227_9823
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	S. scrofadomesticus	UP000008227_9823
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	S. scrofadomesticus	UP000008227_9823
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	S. scrofadomesticus	UP000008227_9823
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	S. scrofadomesticus	UP000008227_9823
GO:0001518	voltage-gated sodium channel complex	S. scrofadomesticus	UP000008227_9823
GO:0001650	fibrillar center	S. scrofadomesticus	UP000008227_9823
GO:0001701	in utero embryonic development	S. scrofadomesticus	UP000008227_9823
GO:0001726	ruffle	S. scrofadomesticus	UP000008227_9823
GO:0001764	neuron migration	S. scrofadomesticus	UP000008227_9823
GO:0001822	kidney development	S. scrofadomesticus	UP000008227_9823
GO:0001843	neural tube closure	S. scrofadomesticus	UP000008227_9823
GO:0002039	p53 binding	S. scrofadomesticus	UP000008227_9823
GO:0002244	hematopoietic progenitor cell differentiation	S. scrofadomesticus	UP000008227_9823
GO:0003341	cilium movement	S. scrofadomesticus	UP000008227_9823
GO:0003677	DNA binding	S. scrofadomesticus	UP000008227_9823
GO:0003678	DNA helicase activity	S. scrofadomesticus	UP000008227_9823
GO:0003682	chromatin binding	S. scrofadomesticus	UP000008227_9823
GO:0003713	transcription coactivator activity	S. scrofadomesticus	UP000008227_9823
GO:0003714	transcription corepressor activity	S. scrofadomesticus	UP000008227_9823
GO:0003724	RNA helicase activity	S. scrofadomesticus	UP000008227_9823
GO:0003725	double-stranded RNA binding	S. scrofadomesticus	UP000008227_9823
GO:0003774	cytoskeletal motor activity	S. scrofadomesticus	UP000008227_9823
GO:0003777	microtubule motor activity	S. scrofadomesticus	UP000008227_9823
GO:0003779	actin binding	S. scrofadomesticus	UP000008227_9823
GO:0003824	catalytic activity	S. scrofadomesticus	UP000008227_9823
GO:0003887	DNA-directed DNA polymerase activity	S. scrofadomesticus	UP000008227_9823
GO:0004016	adenylate cyclase activity	S. scrofadomesticus	UP000008227_9823
GO:0004197	cysteine-type endopeptidase activity	S. scrofadomesticus	UP000008227_9823
GO:0004222	metalloendopeptidase activity	S. scrofadomesticus	UP000008227_9823
GO:0004386	helicase activity	S. scrofadomesticus	UP000008227_9823
GO:0004435	phosphatidylinositol phospholipase C activity	S. scrofadomesticus	UP000008227_9823
GO:0004672	protein kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0004674	protein serine/threonine kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0004712	protein serine/threonine/tyrosine kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0004713	protein tyrosine kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0004714	transmembrane receptor protein tyrosine kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0004715	non-membrane spanning protein tyrosine kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0004842	ubiquitin-protein transferase activity	S. scrofadomesticus	UP000008227_9823
GO:0004843	thiol-dependent deubiquitinase	S. scrofadomesticus	UP000008227_9823
GO:0005085	guanyl-nucleotide exchange factor activity	S. scrofadomesticus	UP000008227_9823
GO:0005096	GTPase activator activity	S. scrofadomesticus	UP000008227_9823
GO:0005178	integrin binding	S. scrofadomesticus	UP000008227_9823
GO:0005201	extracellular matrix structural constituent	S. scrofadomesticus	UP000008227_9823
GO:0005248	voltage-gated sodium channel activity	S. scrofadomesticus	UP000008227_9823
GO:0005509	calcium ion binding	S. scrofadomesticus	UP000008227_9823
GO:0005516	calmodulin binding	S. scrofadomesticus	UP000008227_9823
GO:0005524	ATP binding	S. scrofadomesticus	UP000008227_9823
GO:0005604	basement membrane	S. scrofadomesticus	UP000008227_9823
GO:0005634	nucleus	S. scrofadomesticus	UP000008227_9823
GO:0005654	nucleoplasm	S. scrofadomesticus	UP000008227_9823
GO:0005730	nucleolus	S. scrofadomesticus	UP000008227_9823
GO:0005737	cytoplasm	S. scrofadomesticus	UP000008227_9823
GO:0005769	early endosome	S. scrofadomesticus	UP000008227_9823
GO:0005794	Golgi apparatus	S. scrofadomesticus	UP000008227_9823
GO:0005813	centrosome	S. scrofadomesticus	UP000008227_9823
GO:0005814	centriole	S. scrofadomesticus	UP000008227_9823
GO:0005829	cytosol	S. scrofadomesticus	UP000008227_9823
GO:0005856	cytoskeleton	S. scrofadomesticus	UP000008227_9823
GO:0005871	kinesin complex	S. scrofadomesticus	UP000008227_9823
GO:0005874	microtubule	S. scrofadomesticus	UP000008227_9823
GO:0005887	integral component of plasma membrane	S. scrofadomesticus	UP000008227_9823
GO:0005891	voltage-gated calcium channel complex	S. scrofadomesticus	UP000008227_9823
GO:0005903	brush border	S. scrofadomesticus	UP000008227_9823
GO:0005905	clathrin-coated pit	S. scrofadomesticus	UP000008227_9823
GO:0005911	cell-cell junction	S. scrofadomesticus	UP000008227_9823
GO:0005912	adherens junction	S. scrofadomesticus	UP000008227_9823
GO:0005925	focal adhesion	S. scrofadomesticus	UP000008227_9823
GO:0005930	axoneme	S. scrofadomesticus	UP000008227_9823
GO:0006171	cAMP biosynthetic process	S. scrofadomesticus	UP000008227_9823
GO:0006281	DNA repair	S. scrofadomesticus	UP000008227_9823
GO:0006325	chromatin organization	S. scrofadomesticus	UP000008227_9823
GO:0006338	chromatin remodeling	S. scrofadomesticus	UP000008227_9823
GO:0006355	regulation of transcription, DNA-templated	S. scrofadomesticus	UP000008227_9823
GO:0006357	regulation of transcription by RNA polymerase II	S. scrofadomesticus	UP000008227_9823
GO:0006468	protein phosphorylation	S. scrofadomesticus	UP000008227_9823
GO:0006508	proteolysis	S. scrofadomesticus	UP000008227_9823
GO:0006511	ubiquitin-dependent protein catabolic process	S. scrofadomesticus	UP000008227_9823
GO:0006897	endocytosis	S. scrofadomesticus	UP000008227_9823
GO:0006974	cellular response to DNA damage stimulus	S. scrofadomesticus	UP000008227_9823
GO:0007018	microtubule-based movement	S. scrofadomesticus	UP000008227_9823
GO:0007155	cell adhesion	S. scrofadomesticus	UP000008227_9823
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	S. scrofadomesticus	UP000008227_9823
GO:0007160	cell-matrix adhesion	S. scrofadomesticus	UP000008227_9823
GO:0007162	negative regulation of cell adhesion	S. scrofadomesticus	UP000008227_9823
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	S. scrofadomesticus	UP000008227_9823
GO:0007229	integrin-mediated signaling pathway	S. scrofadomesticus	UP000008227_9823
GO:0007264	small GTPase mediated signal transduction	S. scrofadomesticus	UP000008227_9823
GO:0007409	axonogenesis	S. scrofadomesticus	UP000008227_9823
GO:0007411	axon guidance	S. scrofadomesticus	UP000008227_9823
GO:0007416	synapse assembly	S. scrofadomesticus	UP000008227_9823
GO:0007420	brain development	S. scrofadomesticus	UP000008227_9823
GO:0007528	neuromuscular junction development	S. scrofadomesticus	UP000008227_9823
GO:0007605	sensory perception of sound	S. scrofadomesticus	UP000008227_9823
GO:0007612	learning	S. scrofadomesticus	UP000008227_9823
GO:0008013	beta-catenin binding	S. scrofadomesticus	UP000008227_9823
GO:0008017	microtubule binding	S. scrofadomesticus	UP000008227_9823
GO:0008022	protein C-terminus binding	S. scrofadomesticus	UP000008227_9823
GO:0008270	zinc ion binding	S. scrofadomesticus	UP000008227_9823
GO:0008285	negative regulation of cell population proliferation	S. scrofadomesticus	UP000008227_9823
GO:0008305	integrin complex	S. scrofadomesticus	UP000008227_9823
GO:0008569	minus-end-directed microtubule motor activity	S. scrofadomesticus	UP000008227_9823
GO:0008574	plus-end-directed microtubule motor activity	S. scrofadomesticus	UP000008227_9823
GO:0009888	tissue development	S. scrofadomesticus	UP000008227_9823
GO:0009986	cell surface	S. scrofadomesticus	UP000008227_9823
GO:0014069	postsynaptic density	S. scrofadomesticus	UP000008227_9823
GO:0015276	ligand-gated ion channel activity	S. scrofadomesticus	UP000008227_9823
GO:0015629	actin cytoskeleton	S. scrofadomesticus	UP000008227_9823
GO:0015701	bicarbonate transport	S. scrofadomesticus	UP000008227_9823
GO:0016020	membrane	S. scrofadomesticus	UP000008227_9823
GO:0016303	1-phosphatidylinositol-3-kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0016310	phosphorylation	S. scrofadomesticus	UP000008227_9823
GO:0016323	basolateral plasma membrane	S. scrofadomesticus	UP000008227_9823
GO:0016324	apical plasma membrane	S. scrofadomesticus	UP000008227_9823
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	S. scrofadomesticus	UP000008227_9823
GO:0016342	catenin complex	S. scrofadomesticus	UP000008227_9823
GO:0016363	nuclear matrix	S. scrofadomesticus	UP000008227_9823
GO:0016459	myosin complex	S. scrofadomesticus	UP000008227_9823
GO:0016477	cell migration	S. scrofadomesticus	UP000008227_9823
GO:0016485	protein processing	S. scrofadomesticus	UP000008227_9823
GO:0016525	negative regulation of angiogenesis	S. scrofadomesticus	UP000008227_9823
GO:0016567	protein ubiquitination	S. scrofadomesticus	UP000008227_9823
GO:0016579	protein deubiquitination	S. scrofadomesticus	UP000008227_9823
GO:0016604	nuclear body	S. scrofadomesticus	UP000008227_9823
GO:0016605	PML body	S. scrofadomesticus	UP000008227_9823
GO:0016607	nuclear speck	S. scrofadomesticus	UP000008227_9823
GO:0016887	ATP hydrolysis activity	S. scrofadomesticus	UP000008227_9823
GO:0017124	SH3 domain binding	S. scrofadomesticus	UP000008227_9823
GO:0017154	semaphorin receptor activity	S. scrofadomesticus	UP000008227_9823
GO:0018105	peptidyl-serine phosphorylation	S. scrofadomesticus	UP000008227_9823
GO:0018107	peptidyl-threonine phosphorylation	S. scrofadomesticus	UP000008227_9823
GO:0018108	peptidyl-tyrosine phosphorylation	S. scrofadomesticus	UP000008227_9823
GO:0019228	neuronal action potential	S. scrofadomesticus	UP000008227_9823
GO:0019894	kinesin binding	S. scrofadomesticus	UP000008227_9823
GO:0019900	kinase binding	S. scrofadomesticus	UP000008227_9823
GO:0019901	protein kinase binding	S. scrofadomesticus	UP000008227_9823
GO:0019903	protein phosphatase binding	S. scrofadomesticus	UP000008227_9823
GO:0030027	lamellipodium	S. scrofadomesticus	UP000008227_9823
GO:0030036	actin cytoskeleton organization	S. scrofadomesticus	UP000008227_9823
GO:0030054	cell junction	S. scrofadomesticus	UP000008227_9823
GO:0030165	PDZ domain binding	S. scrofadomesticus	UP000008227_9823
GO:0030198	extracellular matrix organization	S. scrofadomesticus	UP000008227_9823
GO:0030199	collagen fibril organization	S. scrofadomesticus	UP000008227_9823
GO:0030215	semaphorin receptor binding	S. scrofadomesticus	UP000008227_9823
GO:0030335	positive regulation of cell migration	S. scrofadomesticus	UP000008227_9823
GO:0030374	nuclear receptor coactivator activity	S. scrofadomesticus	UP000008227_9823
GO:0030424	axon	S. scrofadomesticus	UP000008227_9823
GO:0030425	dendrite	S. scrofadomesticus	UP000008227_9823
GO:0030496	midbody	S. scrofadomesticus	UP000008227_9823
GO:0030507	spectrin binding	S. scrofadomesticus	UP000008227_9823
GO:0030864	cortical actin cytoskeleton	S. scrofadomesticus	UP000008227_9823
GO:0031012	extracellular matrix	S. scrofadomesticus	UP000008227_9823
GO:0031267	small GTPase binding	S. scrofadomesticus	UP000008227_9823
GO:0031410	cytoplasmic vesicle	S. scrofadomesticus	UP000008227_9823
GO:0032508	DNA duplex unwinding	S. scrofadomesticus	UP000008227_9823
GO:0032991	protein-containing complex	S. scrofadomesticus	UP000008227_9823
GO:0033627	cell adhesion mediated by integrin	S. scrofadomesticus	UP000008227_9823
GO:0033674	positive regulation of kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0034446	substrate adhesion-dependent cell spreading	S. scrofadomesticus	UP000008227_9823
GO:0034451	centriolar satellite	S. scrofadomesticus	UP000008227_9823
GO:0034765	regulation of ion transmembrane transport	S. scrofadomesticus	UP000008227_9823
GO:0035064	methylated histone binding	S. scrofadomesticus	UP000008227_9823
GO:0035091	phosphatidylinositol binding	S. scrofadomesticus	UP000008227_9823
GO:0035235	ionotropic glutamate receptor signaling pathway	S. scrofadomesticus	UP000008227_9823
GO:0035264	multicellular organism growth	S. scrofadomesticus	UP000008227_9823
GO:0035556	intracellular signal transduction	S. scrofadomesticus	UP000008227_9823
GO:0035725	sodium ion transmembrane transport	S. scrofadomesticus	UP000008227_9823
GO:0035987	endodermal cell differentiation	S. scrofadomesticus	UP000008227_9823
GO:0036064	ciliary basal body	S. scrofadomesticus	UP000008227_9823
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	S. scrofadomesticus	UP000008227_9823
GO:0042393	histone binding	S. scrofadomesticus	UP000008227_9823
GO:0042626	ATPase-coupled transmembrane transporter activity	S. scrofadomesticus	UP000008227_9823
GO:0042802	identical protein binding	S. scrofadomesticus	UP000008227_9823
GO:0042803	protein homodimerization activity	S. scrofadomesticus	UP000008227_9823
GO:0043005	neuron projection	S. scrofadomesticus	UP000008227_9823
GO:0043025	neuronal cell body	S. scrofadomesticus	UP000008227_9823
GO:0043087	regulation of GTPase activity	S. scrofadomesticus	UP000008227_9823
GO:0043138	3'-5' DNA helicase activity	S. scrofadomesticus	UP000008227_9823
GO:0043197	dendritic spine	S. scrofadomesticus	UP000008227_9823
GO:0043235	receptor complex	S. scrofadomesticus	UP000008227_9823
GO:0043507	positive regulation of JUN kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0045211	postsynaptic membrane	S. scrofadomesticus	UP000008227_9823
GO:0045296	cadherin binding	S. scrofadomesticus	UP000008227_9823
GO:0045332	phospholipid translocation	S. scrofadomesticus	UP000008227_9823
GO:0045892	negative regulation of transcription, DNA-templated	S. scrofadomesticus	UP000008227_9823
GO:0045893	positive regulation of transcription, DNA-templated	S. scrofadomesticus	UP000008227_9823
GO:0045944	positive regulation of transcription by RNA polymerase II	S. scrofadomesticus	UP000008227_9823
GO:0046777	protein autophosphorylation	S. scrofadomesticus	UP000008227_9823
GO:0046856	phosphatidylinositol dephosphorylation	S. scrofadomesticus	UP000008227_9823
GO:0046872	metal ion binding	S. scrofadomesticus	UP000008227_9823
GO:0048015	phosphatidylinositol-mediated signaling	S. scrofadomesticus	UP000008227_9823
GO:0048471	perinuclear region of cytoplasm	S. scrofadomesticus	UP000008227_9823
GO:0050660	flavin adenine dinucleotide binding	S. scrofadomesticus	UP000008227_9823
GO:0050772	positive regulation of axonogenesis	S. scrofadomesticus	UP000008227_9823
GO:0050790	regulation of catalytic activity	S. scrofadomesticus	UP000008227_9823
GO:0050804	modulation of chemical synaptic transmission	S. scrofadomesticus	UP000008227_9823
GO:0050839	cell adhesion molecule binding	S. scrofadomesticus	UP000008227_9823
GO:0051015	actin filament binding	S. scrofadomesticus	UP000008227_9823
GO:0051056	regulation of small GTPase mediated signal transduction	S. scrofadomesticus	UP000008227_9823
GO:0051092	positive regulation of NF-kappaB transcription factor activity	S. scrofadomesticus	UP000008227_9823
GO:0051965	positive regulation of synapse assembly	S. scrofadomesticus	UP000008227_9823
GO:0055085	transmembrane transport	S. scrofadomesticus	UP000008227_9823
GO:0060271	cilium assembly	S. scrofadomesticus	UP000008227_9823
GO:0061630	ubiquitin protein ligase activity	S. scrofadomesticus	UP000008227_9823
GO:0062023	collagen-containing extracellular matrix	S. scrofadomesticus	UP000008227_9823
GO:0070588	calcium ion transmembrane transport	S. scrofadomesticus	UP000008227_9823
GO:0071526	semaphorin-plexin signaling pathway	S. scrofadomesticus	UP000008227_9823
GO:0071805	potassium ion transmembrane transport	S. scrofadomesticus	UP000008227_9823
GO:0072686	mitotic spindle	S. scrofadomesticus	UP000008227_9823
GO:0086010	membrane depolarization during action potential	S. scrofadomesticus	UP000008227_9823
GO:0090305	nucleic acid phosphodiester bond hydrolysis	S. scrofadomesticus	UP000008227_9823
GO:0090630	activation of GTPase activity	S. scrofadomesticus	UP000008227_9823
GO:0097110	scaffold protein binding	S. scrofadomesticus	UP000008227_9823
GO:0097431	mitotic spindle pole	S. scrofadomesticus	UP000008227_9823
GO:0098609	cell-cell adhesion	S. scrofadomesticus	UP000008227_9823
GO:0098655	cation transmembrane transport	S. scrofadomesticus	UP000008227_9823
GO:0098685	Schaffer collateral - CA1 synapse	S. scrofadomesticus	UP000008227_9823
GO:0098703	calcium ion import across plasma membrane	S. scrofadomesticus	UP000008227_9823
GO:0098793	presynapse	S. scrofadomesticus	UP000008227_9823
GO:0098978	glutamatergic synapse	S. scrofadomesticus	UP000008227_9823
GO:0098982	GABA-ergic synapse	S. scrofadomesticus	UP000008227_9823
GO:0099056	integral component of presynaptic membrane	S. scrofadomesticus	UP000008227_9823
GO:0099061	integral component of postsynaptic density membrane	S. scrofadomesticus	UP000008227_9823
GO:0106310	protein serine kinase activity	S. scrofadomesticus	UP000008227_9823
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	S. scrofadomesticus	UP000008227_9823
GO:0140359	ABC-type transporter activity	S. scrofadomesticus	UP000008227_9823
GO:0140658	ATP-dependent chromatin remodeler activity	S. scrofadomesticus	UP000008227_9823
GO:1902476	chloride transmembrane transport	S. scrofadomesticus	UP000008227_9823
GO:1905515	non-motile cilium assembly	S. scrofadomesticus	UP000008227_9823
GO:2000112	regulation of cellular macromolecule biosynthetic process	S. scrofadomesticus	UP000008227_9823
GO:0000122	negative regulation of transcription by RNA polymerase II	R. norvegicus	UP000002494_10116
GO:0000146	microfilament motor activity	R. norvegicus	UP000002494_10116
GO:0000226	microtubule cytoskeleton organization	R. norvegicus	UP000002494_10116
GO:0000242	pericentriolar material	R. norvegicus	UP000002494_10116
GO:0000278	mitotic cell cycle	R. norvegicus	UP000002494_10116
GO:0000287	magnesium ion binding	R. norvegicus	UP000002494_10116
GO:0000781	chromosome, telomeric region	R. norvegicus	UP000002494_10116
